Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,SedentaryActiveDistance,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,TotalActiveMinutes,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance,TotalActiveDistance,TotalCalories
4445114986,4/8/2016,5543,3.72,3.72,0,0,941,266,0,0,266,3.72,0,0,3.72,2303
4445114986,4/9/2016,4195,2.81,2.81,0,0,758,239,0,0,239,2.81,0,0,2.81,2210
4445114986,4/10/2016,6625,4.45,4.45,0,0,755,316,0,0,316,4.45,0,0,4.45,2424
4445114986,4/11/2016,5986,4.13,4.13,0,0,789,195,5,23,223,1.95,0.23,1.95,4.13,2297
4445114986,4/12/2016,278,0.19,0.19,0,0,253,20,0,0,20,0.19,0,0,0.19,745
4558609924,4/1/2016,5336,3.53,3.53,0,0,1182,258,0,0,258,3.53,0,0,3.53,1902
4558609924,4/2/2016,3183,2.1,2.1,0,0,1180,173,0,0,173,2.1,0,0,2.1,1680
4558609924,4/3/2016,6176,4.08,4.08,0,0,886,269,7,1,277,3.75,0.26,0.07,4.08,1901
4558609924,4/4/2016,8205,5.42,5.42,0,0,1073,367,0,0,367,5.42,0,0,5.42,2078
4558609924,4/5/2016,6799,4.49,4.49,0,0,1217,185,14,24,223,2.04,0.86,1.59,4.49,1876
4558609924,4/6/2016,5668,3.75,3.75,0,0,1181,259,0,0,259,3.75,0,0,3.75,1853
4558609924,4/7/2016,7998,5.29,5.29,0,0,1105,296,12,27,335,4.53,0.25,0.51,5.29,2235
4558609924,4/8/2016,4195,2.77,2.77,0,0,1199,241,0,0,241,2.77,0,0,2.77,1778
4558609924,4/9/2016,5512,3.64,3.64,0,0,1164,276,0,0,276,3.64,0,0,3.64,1882
4558609924,4/10/2016,6263,4.14,4.14,0,0,1150,290,0,0,290,4.13,0,0,4.13,1906
4558609924,4/11/2016,8828,5.84,5.84,0,0,1132,308,0,0,308,5.84,0,0,5.84,2149
4558609924,4/12/2016,1260,0.83,0.83,0,0,555,76,0,0,76,0.82,0,0,0.82,722
4702921684,3/29/2016,6506,5.28,5.28,0,0,760,241,5,4,250,4.67,0.27,0.33,5.27,2886
4702921684,3/30/2016,7583,6.15,6.15,0,0,742,227,13,3,243,5.35,0.55,0.25,6.15,2915
4702921684,3/31/2016,6963,5.65,5.65,0,0,759,256,0,0,256,5.65,0,0,5.65,2895
4702921684,4/1/2016,7165,5.81,5.81,0,0,708,248,9,0,257,5.44,0.37,0,5.81,2923
4702921684,4/2/2016,10328,8.38,8.38,0,0,475,367,32,0,399,6.92,1.46,0,8.38,3323
4702921684,4/3/2016,12116,9.83,9.83,0,0,471,323,57,3,383,6.72,2.85,0.25,9.82,3357
4702921684,4/4/2016,7810,6.36,6.36,0,0,746,216,27,6,249,4.68,1.2,0.48,6.36,2931
4702921684,4/5/2016,6670,5.41,5.41,0,0,770,199,16,15,230,3.37,0.8,1.24,5.41,2848
4702921684,4/6/2016,7605,6.18,6.18,0,0,708,248,4,4,256,5.63,0.21,0.33,6.17,2943
4702921684,4/7/2016,6585,5.34,5.34,0,0,770,210,0,0,210,5.34,0,0,5.34,2822
4702921684,4/8/2016,8184,6.64,6.64,0,0,808,247,15,0,262,5.95,0.62,0,6.57,2981
4702921684,4/9/2016,14002,11.36,11.36,0,0,407,381,56,8,445,8.06,2.68,0.61,11.35,3597
4702921684,4/10/2016,11135,9.03,9.03,0,0,528,331,25,1,357,7.79,1.16,0.08,9.03,3224
4702921684,4/11/2016,6499,5.27,5.27,0,0,809,207,0,0,207,5.27,0,0,5.27,2677
4702921684,4/12/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0
5553957443,4/1/2016,12409,8.1,8.1,0,0,782,235,12,51,298,4.58,0.63,2.9,8.11,2142
5553957443,4/2/2016,2937,1.92,1.92,0,0,356,181,0,0,181,1.91,0,0,1.91,1615
5553957443,4/3/2016,1515,0.99,0.99,0,0,507,93,0,0,93,0.99,0,0,0.99,1481
5553957443,4/4/2016,8921,5.88,5.88,0,0,754,198,8,27,233,3.36,0.44,2.07,5.87,1892
5553957443,4/5/2016,11306,7.38,7.38,0,0,772,218,26,40,284,4.09,0.98,2.31,7.38,2086
5553957443,4/6/2016,12252,8,8,0,0,745,229,28,33,290,3.89,1.7,2.41,8,2044
5553957443,4/7/2016,15444,10.08,10.08,0,0,731,243,39,51,333,5.08,1.73,3.27,10.08,2249
5553957443,4/8/2016,9938,6.49,6.49,0,0,767,193,24,38,255,3.08,1.28,2.14,6.5,2019
5553957443,4/9/2016,4599,3,3,0,0,578,176,0,0,176,3,0,0,3,1692
5553957443,4/10/2016,5594,3.65,3.65,0,0,552,150,25,4,179,1.89,1.48,0.28,3.65,1712
5553957443,4/11/2016,11906,7.77,7.77,0,0,688,234,27,32,293,3.99,1.52,2.26,7.77,2065
5553957443,4/12/2016,3436,2.24,2.24,0,0,61,50,11,7,68,1.05,0.67,0.5,2.22,633
5577150313,4/1/2016,10461,7.87,7.87,0,0,721,142,31,99,272,2.25,0.85,4.76,7.86,3625
5577150313,4/2/2016,14873,11.11,11.11,0,0,663,153,36,202,391,2.31,0.6,8.19,11.1,4430
5577150313,4/3/2016,9917,7.41,7.41,0,0,700,240,27,58,325,4.44,0.97,1.99,7.4,3427
5577150313,4/4/2016,7401,5.56,5.56,0,0,689,204,19,70,293,2.88,0.36,2.32,5.56,3492
5577150313,4/5/2016,8964,6.7,6.7,0,0,756,145,18,107,270,2.53,0.19,3.97,6.69,3597
5577150313,4/6/2016,11080,8.3,8.3,0,0,695,190,52,83,325,3.81,1.37,3.13,8.31,3765
5577150313,4/7/2016,4499,3.36,3.36,0,0,756,146,11,31,188,2.21,0.26,0.89,3.36,2775
5577150313,4/8/2016,4363,3.26,3.26,0,0,813,156,2,8,166,3.08,0.06,0.13,3.27,2486
5577150313,4/9/2016,10494,7.84,7.84,0,0,601,138,62,123,323,2.15,0.78,4.91,7.84,3817
5577150313,4/10/2016,9776,7.38,7.38,0,0,721,162,35,80,277,3.02,1.43,2.93,7.38,3378
5577150313,4/11/2016,2862,2.14,2.14,0,0,209,54,17,39,110,0.84,0.25,1.04,2.13,1511
6117666160,4/1/2016,7444,5.62,5.62,0,0,568,286,0,0,286,5.62,0,0,5.62,2210
6117666160,4/2/2016,19658,14.84,14.84,0,0,466,475,30,3,508,12.51,2.09,0.24,14.84,2884
6117666160,4/3/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,1496
6117666160,4/4/2016,8468,6.39,6.39,0,0,1148,279,11,2,292,5.57,0.64,0.18,6.39,2262
6117666160,4/5/2016,9910,7.48,7.48,0,0,990,384,0,0,384,7.48,0,0,7.48,2445
6117666160,4/6/2016,12409,9.37,9.37,0,0,388,491,0,0,491,9.37,0,0,9.37,2694
6117666160,4/7/2016,4853,3.66,3.66,0,0,770,156,0,0,156,3.66,0,0,3.66,1903
6117666160,4/8/2016,8955,6.76,6.76,0,0,1018,422,0,0,422,6.73,0,0,6.73,2482
6117666160,4/9/2016,10789,8.15,8.15,0,0,413,506,0,0,506,8.15,0,0,8.15,2617
6117666160,4/10/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0
6290855005,4/1/2016,6633,5.01,5.01,0,0,1160,280,0,0,280,5.01,0,0,5.01,2778
6290855005,4/2/2016,9548,7.22,7.22,0,0,1195,113,107,25,245,1.52,3.68,2.02,7.22,3119
6290855005,4/3/2016,0,0,0,0,0,1407,0,0,33,33,0,0,0,0,2664
6290855005,4/4/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,2060
6290855005,4/5/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,2060
6290855005,4/6/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,2060
6290855005,4/7/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,2060
6290855005,4/8/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,2060
6290855005,4/9/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,2060
6290855005,4/10/2016,0,0,0,0,0,494,0,0,20,20,0,0,0,0,735
6391747486,4/1/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,1820
6391747486,4/2/2016,2101,2.03,0,2.03,0,1394,0,0,46,46,0,0,2.03,2.03,2224
6391747486,4/3/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,1820
6391747486,4/4/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,1820
6391747486,4/5/2016,9766,7.51,0.78,6.73,0,1133,301,6,0,307,7.46,0.05,0,7.51,2442
6391747486,4/6/2016,165,0.13,0.13,0,0,1432,8,0,0,8,0.13,0,0,0.13,1849
6391747486,4/7/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,1822
6391747486,4/8/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,1820
6391747486,4/9/2016,0,0,0,0,0,198,0,0,0,0,0,0,0,0,251
6775888955,4/1/2016,7225,5.18,5.18,0,0,1189,163,50,25,238,2.18,1.27,1.73,5.18,3065
6775888955,4/2/2016,1988,1.43,1.43,0,0,909,79,0,0,79,1.43,0,0,1.43,2207
6775888955,4/3/2016,1577,1.13,1.13,0,0,1414,8,17,1,26,0.17,0.89,0.07,1.13,1977
6775888955,4/4/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,1841
6775888955,4/5/2016,9348,6.7,6.7,0,0,1011,240,133,56,429,3.14,2.04,1.13,6.31,4286
6775888955,4/6/2016,11761,8.43,8.43,0,0,550,300,99,24,423,4.68,2.44,1.31,8.43,3920
6775888955,4/7/2016,13987,10.03,10.03,0,0,739,250,114,46,410,3.82,3.34,2.87,10.03,3856
6775888955,4/8/2016,4131,2.96,2.96,0,0,1308,75,30,27,132,0.98,0.61,1.37,2.96,2584
6775888955,4/9/2016,14,0.01,0.01,0,0,601,1,0,0,1,0.01,0,0,0.01,787
6962181067,3/30/2016,15491,10.24,10.24,0,0,641,272,77,18,367,4.46,4.49,1.29,10.24,2244
6962181067,3/31/2016,14097,9.32,9.32,0,0,595,234,32,50,316,3.9,1.92,3.5,9.32,2188
6962181067,4/1/2016,10467,6.98,6.98,0,0,602,252,45,9,306,3.85,2.43,0.7,6.98,2014
6962181067,4/2/2016,12437,8.3,8.3,0,0,732,219,24,50,293,3.24,1.29,3.76,8.29,2115
6962181067,4/3/2016,12307,8.14,8.14,0,0,589,218,51,14,283,3.87,3.26,1.01,8.14,2055
6962181067,4/4/2016,18952,12.8,12.8,0,0,570,327,20,73,420,5.66,1.23,5.91,12.8,2437
6962181067,4/5/2016,12010,7.94,7.94,0,0,692,287,17,38,342,4.61,0.95,2.38,7.94,2158
6962181067,4/6/2016,12480,8.86,8.25,3.97,0,593,276,14,55,345,4,0.69,4.18,8.87,2170
6962181067,4/7/2016,13417,9.65,8.87,1.93,0.1,665,284,16,45,345,4.91,1.25,3.39,9.55,2244
6962181067,4/8/2016,14400,10.88,9.52,5.46,0,697,276,37,27,340,5.53,2.88,2.47,10.88,2188
6962181067,4/9/2016,12495,8.26,8.26,0,0,609,324,19,33,376,4.96,1.09,2.21,8.26,2231
6962181067,4/10/2016,10148,6.71,6.71,0,0,679,306,7,19,332,5.13,0.22,1.36,6.71,2100
6962181067,4/11/2016,12362,9.09,8.17,2.7,0,678,297,38,21,356,5.27,2.73,1.09,9.09,2188
6962181067,4/12/2016,5893,3.9,3.9,0,0,146,48,9,43,100,0.46,0.56,2.88,3.9,917
7007744171,4/1/2016,11680,9.06,7.81,4.9,0,1139,244,7,50,301,4.24,0.33,4.49,9.06,2573
7007744171,4/2/2016,10976,7.34,7.34,0,0,1075,271,16,9,296,6.13,0.67,0.55,7.35,2575
7007744171,4/3/2016,16806,11.24,11.24,0,0,1002,230,31,104,365,3.47,1.37,6.41,11.25,3086
7007744171,4/4/2016,15266,11.4,10.21,5.19,0.05,1057,292,21,70,383,4.79,0.76,5.8,11.35,2886
7007744171,4/5/2016,12084,9.14,8.08,4.84,0,1030,284,6,50,340,4.29,0.46,4.39,9.14,2676
7007744171,4/6/2016,13513,10.25,9.07,4.84,0,1098,270,8,64,342,4.56,0.33,5.35,10.24,2811
7007744171,4/7/2016,14100,10.58,9.43,4.88,0,1015,265,33,61,359,4.28,1.19,5.1,10.57,2840
7007744171,4/8/2016,12627,9.65,8.45,4.84,0,1063,301,22,54,377,4.21,0.74,4.7,9.65,2871
7007744171,4/9/2016,10345,6.92,6.92,0,0,1074,358,6,2,366,6.58,0.27,0.07,6.92,2613
7007744171,4/10/2016,10146,6.79,6.79,0,0,1030,397,12,1,410,6.11,0.61,0.07,6.79,2700
7007744171,4/11/2016,12168,8.14,8.14,0,0,1020,375,27,18,420,6.29,0.79,1.05,8.13,2871
7007744171,4/12/2016,7413,5.77,4.96,4.87,0,405,43,6,53,102,0.94,0.34,4.5,5.78,1023
7086361926,4/1/2016,11463,7.67,7.67,0,0,777,154,30,38,222,2.93,1.89,2.83,7.65,2496
7086361926,4/2/2016,87,0.02,0.02,0,0,872,2,0,0,2,0.01,0,0,0.01,1641
7086361926,4/3/2016,1949,1.31,1.31,0,0,1404,27,6,3,36,0.73,0.35,0.23,1.31,1794
7086361926,4/4/2016,6101,3.87,3.87,0,0,1247,138,24,31,193,3.1,0.23,0.53,3.86,2421
7086361926,4/5/2016,7478,4.99,4.99,0,0.03,1159,132,33,25,190,2.61,0.53,1.8,4.94,2439
7086361926,4/6/2016,7352,4.73,4.73,0,0,814,124,14,19,157,2.53,0.78,1.41,4.72,2233
7086361926,4/7/2016,14604,10.82,10.82,0,0.03,695,127,30,76,233,2.43,1.12,7.23,10.78,2862
7086361926,4/8/2016,9634,6.52,6.52,0,0,797,140,48,50,238,2.59,1.4,2.5,6.49,2752
7086361926,4/9/2016,7338,4.67,4.67,0,0,717,204,5,27,236,3.46,0.13,1.08,4.67,2519
7086361926,4/10/2016,569,0.35,0.35,0,0,1368,27,0,0,27,0.34,0,0,0.34,1799
7086361926,4/11/2016,6242,3.92,3.92,0,0,741,126,22,46,194,2.93,0.23,0.74,3.9,2543
7086361926,4/12/2016,430,0.26,0.26,0,0,75,14,0,0,14,0.26,0,0,0.26,625
8053475328,4/2/2016,20188,15.62,15.62,0,0,1125,172,19,124,315,2.71,0.85,12.06,15.62,3377
8053475328,4/3/2016,25701,20.14,20.14,0,0,1142,97,36,165,298,1.69,1.63,16.82,20.14,3697
8053475328,4/4/2016,17395,13.21,13.21,0,0,1123,213,4,100,317,3.35,0.18,9.67,13.2,3209
8053475328,4/5/2016,17167,13.41,13.41,0,0,1150,184,8,98,290,3.14,0.31,9.96,13.41,3167
8053475328,4/6/2016,16435,12.42,12.42,0,0,1135,191,14,100,305,2.91,0.55,8.96,12.42,3122
8053475328,4/7/2016,17078,13.2,13.2,0,0,1143,190,6,101,297,2.99,0.24,9.97,13.2,3176
8053475328,4/8/2016,11693,9.54,9.54,0,0,1221,153,6,60,219,2.5,0.26,6.77,9.53,2790
8053475328,4/9/2016,11159,9.14,9.14,0,0,1255,120,6,59,185,2.19,0.25,6.69,9.13,2715
8053475328,4/10/2016,10118,7.73,7.73,0,0,1185,207,18,30,255,3.88,0.8,3.05,7.73,2684
8053475328,4/11/2016,16064,12.72,12.72,0,0,1181,155,8,96,259,2.38,0.36,9.98,12.72,3097
8053475328,4/12/2016,290,0.21,0.21,0,0,599,16,0,0,16,0.21,0,0,0.21,791
8253242879,4/1/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,1429
8253242879,4/2/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,1429
8253242879,4/3/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,1429
8253242879,4/4/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,1429
8253242879,4/5/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,1429
8253242879,4/6/2016,1931,1.28,1.28,0,0,1346,94,0,0,94,1.28,0,0,1.28,1607
8253242879,4/7/2016,5181,3.42,3.42,0,0.01,1303,107,15,15,137,1.51,0.91,1,3.42,1776
8253242879,4/8/2016,12026,9.15,9.15,0,0,1230,150,13,47,210,2.51,0.93,5.7,9.14,2162
8253242879,4/9/2016,5360,3.54,3.54,0,0,1256,148,28,8,184,1.46,1.55,0.54,3.55,1832
8253242879,4/10/2016,2545,1.68,1.68,0,0.02,1314,126,0,0,126,1.67,0,0,1.67,1657
8253242879,4/11/2016,1636,1.08,1.08,0,0,1139,86,0,0,86,1.08,0,0,1.08,1377
8253242879,4/12/2016,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0
8378563200,4/1/2016,14179,11.24,11.24,0,0,719,195,21,73,289,3.96,1.06,6.23,11.25,3669
8378563200,4/2/2016,3358,2.66,2.66,0,0,657,144,0,0,144,2.66,0,0,2.66,2702
8378563200,4/3/2016,9152,7.26,7.26,0,0,600,243,13,25,281,4.45,0.82,1.99,7.26,3304
8378563200,4/4/2016,13935,11.05,11.05,2.09,0,658,220,16,105,341,6.17,0.79,4.09,11.05,4234
8378563200,4/5/2016,12846,10.19,10.19,2.25,0,686,189,15,113,317,4.44,0.75,5,10.19,4128
8378563200,4/6/2016,9124,7.24,7.24,2.09,0,728,230,6,55,291,6.99,0.25,0,7.24,3798
8378563200,4/7/2016,9725,7.71,7.71,2.25,0,670,181,11,83,275,4.77,0.53,2.41,7.71,3839
8378563200,4/8/2016,8350,6.62,6.62,2.09,0,868,167,10,72,249,4.61,0.53,1.49,6.63,3713
8378563200,4/9/2016,2240,1.78,1.78,0,0,843,110,0,0,110,1.78,0,0,1.78,2606
8378563200,4/10/2016,2631,2.09,2.09,0,0,727,117,0,0,117,2.09,0,0,2.09,2624
8378563200,4/11/2016,8837,7.01,7.01,2.09,0,811,182,17,74,273,4.59,0.88,1.54,7.01,3775
8378563200,4/12/2016,3246,2.57,2.57,2.25,0,243,49,15,65,129,1.03,0.71,0.83,2.57,1882
8583815059,4/1/2016,2174,1.7,1.7,0,0,1328,112,0,0,112,1.7,0,0,1.7,2360
8583815059,4/2/2016,3494,2.73,2.73,0,0,1274,166,0,0,166,2.69,0,0,2.69,2517
8583815059,4/3/2016,2380,1.86,1.86,0,0,1309,131,0,0,131,1.86,0,0,1.86,2400
8583815059,4/4/2016,3159,2.46,2.46,0,0,1293,147,0,0,147,2.46,0,0,2.46,2462
8583815059,4/5/2016,6835,5.33,5.33,0,0,1208,212,15,5,232,4.24,0.73,0.37,5.34,2786
8583815059,4/6/2016,2098,1.64,1.64,0,0,1328,112,0,0,112,1.63,0,0,1.63,2354
8583815059,4/7/2016,2816,2.2,2.2,0,0,1302,138,0,0,138,2.2,0,0,2.2,2437
8583815059,4/8/2016,1408,1.1,1.1,0,0,1052,79,0,0,79,1.1,0,0,1.1,1814
8792009665,4/1/2016,4592,2.94,2.94,0,0,748,176,8,4,188,2.7,0.14,0.1,2.94,2260
8792009665,4/2/2016,8452,5.41,5.41,0,0,1079,328,24,9,361,4.76,0.39,0.26,5.41,3004
8792009665,4/3/2016,7238,4.63,4.63,0,0,636,279,6,2,287,4.29,0.23,0.11,4.63,2667
8792009665,4/4/2016,3821,2.45,2.45,0,0,675,161,9,0,170,2.23,0.22,0,2.45,2229
8792009665,4/5/2016,2332,1.49,1.49,0,0,904,111,10,1,122,1.3,0.18,0.01,1.49,2100
8792009665,4/6/2016,2121,1.36,1.36,0,0,855,122,0,0,122,1.36,0,0,1.36,2114
8792009665,4/7/2016,1291,0.83,0.83,0,0,888,77,0,0,77,0.83,0,0,0.83,1961
8792009665,4/8/2016,1467,0.94,0.94,0,0,912,71,8,2,81,0.63,0.21,0.1,0.94,1953
8792009665,4/9/2016,1022,0.65,0.65,0,0,739,63,0,0,63,0.65,0,0,0.65,1890
8792009665,4/10/2016,4605,2.95,2.95,0,0,1261,179,0,0,179,2.95,0,0,2.95,2253
8792009665,4/11/2016,178,0.11,0.11,0,0,1428,12,0,0,12,0.11,0,0,0.11,1725
8792009665,4/12/2016,20,0.01,0.01,0,0,598,6,0,0,6,0.01,0,0,0.01,728
8877689391,4/1/2016,18700,15.82,15.82,0,0,1123,247,3,67,317,6.91,0.16,8.7,15.77,3527
8877689391,4/2/2016,27572,23.39,23.39,0,0.01,1040,260,24,116,400,7.34,1.21,14.72,23.27,4220
8877689391,4/3/2016,15260,8.19,8.19,0,0,1058,259,17,106,382,5.57,0.75,1.8,8.12,3864
8877689391,4/4/2016,20779,18.41,18.41,0,0,1138,208,16,78,302,6,0.65,11.73,18.38,3662
8877689391,4/5/2016,10695,8.12,8.12,0,0.01,1181,246,3,10,259,7.09,0.18,0.77,8.04,2834
8877689391,4/6/2016,24136,20.91,20.91,0,0,1019,318,16,87,421,8.08,0.54,12.22,20.84,4039
8877689391,4/7/2016,10910,8.42,8.42,0,0,1185,212,11,32,255,5.03,0.39,2.96,8.38,2947
8877689391,4/8/2016,23014,20.39,20.39,0,0,982,359,29,70,458,8.62,0.63,11.1,20.35,4196
8877689391,4/9/2016,16470,8.07,8.07,0,0,1052,289,9,90,388,8.02,0.02,0,8.04,3841
8877689391,4/10/2016,28497,27.53,27.53,0,0,1055,211,46,128,385,4.46,1.12,21.92,27.5,4526
8877689391,4/11/2016,10622,8.06,8.06,0,0.01,1190,225,7,18,250,6.37,0.15,1.47,7.99,2820
8877689391,4/12/2016,2350,1.78,1.78,0,0,531,58,0,0,58,1.78,0,0,1.78,938
1624580081,5/1/2016,36019,28.03,28.03,0,0.02,1020,171,63,186,420,1.91,4.19,21.92,28.02,2690
1644430081,4/14/2016,11037,8.02,8.02,0,0,1125,252,58,5,315,5.1,2.56,0.36,8.02,3226
1644430081,4/19/2016,11256,8.18,8.18,0,0,1099,278,58,5,341,5.3,2.53,0.36,8.19,3300
1644430081,4/28/2016,9405,6.84,6.84,0,0,1157,227,53,3,283,4.31,2.32,0.2,6.83,3108
1644430081,4/30/2016,18213,13.24,13.24,0,0,816,402,71,9,482,9.46,3.14,0.63,13.23,3846
1644430081,5/3/2016,12850,9.34,9.34,0,0,1115,221,94,10,325,4.54,4.09,0.72,9.35,3324
2022484408,4/20/2016,15112,10.67,10.67,0,0,1053,276,63,48,387,5.4,1.93,3.34,10.67,2897
2022484408,5/9/2016,13379,9.39,9.39,0,0,1061,297,47,35,379,5.64,1.63,2.12,9.39,2709
2347167796,4/14/2016,10129,6.7,6.7,0,0,705,206,48,1,255,3.94,2.74,0.02,6.7,2010
2347167796,4/16/2016,22244,15.08,15.08,0,0,968,268,72,66,406,5.53,4.1,5.45,15.08,2670
2347167796,4/20/2016,10999,7.27,7.27,0,0,1011,269,43,11,323,4.78,1.81,0.68,7.27,2198
3977333714,4/16/2016,13459,9,9,0,0,663,153,83,31,267,2.97,4,2.03,9,1625
3977333714,4/17/2016,10415,6.97,6.97,0,0,600,205,58,11,274,3.92,2.35,0.7,6.97,1529
3977333714,4/19/2016,12414,8.78,8.78,0,0,738,221,67,19,307,3.96,2.45,2.24,8.65,1638
3977333714,4/20/2016,11658,7.83,7.83,0,0,845,164,98,2,264,3.28,4.35,0.2,7.83,1554
3977333714,4/23/2016,12058,8.07,8.07,0,0,724,252,92,0,344,3.85,4.22,0,8.07,1638
3977333714,4/30/2016,13238,9.2,9.2,0,0,687,194,52,43,289,3.41,2.1,3.69,9.2,1650
3977333714,5/2/2016,16520,11.05,11.05,0,0,713,176,143,24,343,3.02,6.48,1.54,11.04,1760
3977333714,5/4/2016,13559,9.44,9.44,0,0,852,142,96,14,252,2.89,4.58,1.81,9.28,1628
3977333714,5/5/2016,12312,8.58,8.58,0,0,680,178,88,14,280,2.71,4.11,1.76,8.58,1618
3977333714,5/6/2016,11677,8.28,8.28,0,0,676,168,55,29,252,2.67,2.51,3.11,8.29,1590
3977333714,5/7/2016,11550,7.73,7.73,0,0,703,208,86,0,294,3.59,4.13,0,7.72,1574
3977333714,5/8/2016,13585,9.09,9.09,0,0,688,171,116,9,296,3.17,5.24,0.68,9.09,1633
3977333714,5/9/2016,14687,10.08,10.08,0,0,1159,151,122,8,281,3.55,5.6,0.77,9.92,1667
3977333714,5/10/2016,13072,8.78,8.78,0,0,676,196,115,1,312,3.31,5.4,0.07,8.78,1630
4319703577,4/27/2016,10780,7.23,7.23,0,0,680,300,47,6,353,4.91,1.92,0.41,7.24,2324
4388161847,4/27/2016,11193,8.61,8.61,0,0,684,241,48,11,300,5.39,2.51,0.7,8.6,3074
4388161847,4/30/2016,12533,9.64,9.64,0,0,537,300,43,14,357,6.94,2,0.7,9.64,3283
4388161847,5/5/2016,9603,7.38,7.38,0,0,896,199,39,12,250,5.09,1.67,0.63,7.39,2899
4388161847,5/6/2016,13175,10.13,10.13,0,0,1100,262,45,33,340,5.93,2.09,2.11,10.13,3425
4388161847,5/7/2016,22770,17.54,17.54,0,0,508,260,56,120,436,5.33,2.77,9.45,17.55,4022
4702921684,4/17/2016,12692,10.29,10.29,0,0,437,302,66,12,380,5.88,3.46,0.96,10.3,3394
4702921684,4/23/2016,15126,12.27,12.27,0,0,469,408,66,9,483,8.27,3.24,0.76,12.27,3691
4702921684,5/8/2016,12857,10.43,10.43,0,0,1019,192,125,9,326,3.54,6.21,0.68,10.43,3287
4702921684,5/10/2016,10613,8.61,8.61,0,0,701,262,37,1,300,6.65,1.88,0.08,8.61,3172
5577150313,4/15/2016,12087,9.08,9.08,0,0,695,199,54,115,368,3.56,1.6,3.92,9.08,4005
5577150313,4/16/2016,14269,10.66,10.66,0,0,472,158,56,184,398,2.73,1.28,6.64,10.65,4274
5577150313,4/17/2016,12231,9.14,9.14,0,0,525,159,37,200,396,2.32,0.83,5.98,9.13,4552
5577150313,4/21/2016,10830,8.09,8.09,0,0,670,175,74,110,359,2.78,1.66,3.65,8.09,4018
5577150313,4/24/2016,15764,11.78,11.78,0,0,425,141,65,210,416,1.98,2.15,7.65,11.78,4392
5577150313,4/30/2016,12363,9.24,9.24,0,0,621,163,45,207,415,2.61,0.79,5.83,9.23,4501
5577150313,5/1/2016,13368,9.99,9.99,0,0,499,178,72,194,444,3.24,1.44,5.31,9.99,4546
5577150313,5/10/2016,8869,6.65,6.65,0,0,639,194,37,104,335,3.35,0.75,2.56,6.66,3841
6775888955,4/20/2016,10771,7.72,7.72,0,0,1079,178,113,70,361,2.22,1.74,3.77,7.73,3727
6962181067,5/2/2016,12912,8.54,8.54,0,0,655,313,39,18,370,5.34,2,1.2,8.54,2162
7007744171,4/22/2016,15299,10.24,10.24,0,0,1065,261,50,64,375,4.37,1.76,4.1,10.23,2889
7086361926,4/19/2016,10688,7.29,7.29,0,0,671,124,69,67,260,2.51,1.23,3.53,7.27,2944
7086361926,4/22/2016,9753,6.53,6.53,0,0,762,153,59,58,270,2.67,0.97,2.87,6.51,2846
7086361926,4/28/2016,11584,7.8,7.8,0,0,810,161,48,54,263,3.36,1.64,2.79,7.79,2862
7086361926,5/9/2016,13566,9.11,9.11,0,0,743,171,50,67,288,3.12,1.71,4.26,9.09,2960
8253242879,4/25/2016,6829,4.51,4.51,0,0,1261,118,54,7,179,1.77,2.39,0.36,4.52,1909
8583815059,4/22/2016,8687,6.78,6.78,0,0,1170,212,54,4,270,4.08,2.41,0.29,6.78,2944
8583815059,4/23/2016,9423,7.35,7.35,0,0,1151,238,44,7,289,4.75,2.03,0.53,7.31,3012
8583815059,4/24/2016,8286,6.46,6.46,0,0,1188,206,44,2,252,4.27,2.05,0.15,6.47,2889
8583815059,4/26/2016,10499,8.19,8.19,0,0,1134,214,91,1,306,3.89,4.22,0.07,8.18,3093
8583815059,4/29/2016,15168,11.83,11.83,0,0,1069,258,67,46,371,4.92,3,3.9,11.82,3513
